# samples,smse,msll,nlpd,rmse,mae
37.00000000,0.53290568,-0.15689457,5.42691804,46.98536277,37.95684567
37.00000000,0.52855254,-0.16503392,5.41877869,46.79306478,37.71022827
37.00000000,0.52855254,-0.16503392,5.41877869,46.79306478,37.71022827
41.00000000,0.52666951,-0.18114071,5.40679056,46.70963747,37.59759838
41.00000000,0.52285685,-0.18672970,5.40120158,46.54026067,37.38234395
41.00000000,0.52285685,-0.18672970,5.40120158,46.54026067,37.38234395
44.00000000,0.51818155,-0.20696686,5.38738626,46.33171575,37.10788186
44.00000000,0.51859392,-0.20670654,5.38764658,46.35014751,37.13115591
48.00000000,0.50682171,-0.23448148,5.37209435,45.82104764,36.28232809
48.00000000,0.50122066,-0.24324415,5.36333168,45.56715279,35.97823417
52.00000000,0.49137422,-0.27203004,5.35151201,45.11735089,35.20040405
52.00000000,0.48406823,-0.28482863,5.33871343,44.78068179,34.79587456
52.00000000,0.48406823,-0.28482863,5.33871343,44.78068179,34.79587456
56.00000000,0.47381786,-0.31792304,5.32623797,44.30401885,34.07735999
56.00000000,0.46865601,-0.32924326,5.31491775,44.06203018,33.79491024
56.00000000,0.46865601,-0.32924326,5.31491775,44.06203018,33.79491024
60.00000000,0.45362754,-0.37786967,5.28966880,43.34980163,32.79478350
60.00000000,0.45362754,-0.37786967,5.28966880,43.34980163,32.79478350
64.00000000,0.44346926,-0.42642032,5.26662570,42.86167815,32.06845628
64.00000000,0.44346926,-0.42642032,5.26662570,42.86167815,32.06845628
64.00000000,0.44346926,-0.42642032,5.26662570,42.86167815,32.06845628
68.00000000,0.43947642,-0.47026424,5.24654339,42.66828591,31.85654065
68.00000000,0.43947642,-0.47026424,5.24654339,42.66828591,31.85654065
73.00000000,0.43554961,-0.51802553,5.22233789,42.47723361,31.67402930
73.00000000,0.43604663,-0.51741227,5.22295115,42.50146277,31.70385223
73.00000000,0.43604663,-0.51741227,5.22295115,42.50146277,31.70385223
77.00000000,0.43154818,-0.55933063,5.20243846,42.28166235,31.46817267
77.00000000,0.43205239,-0.55869212,5.20307697,42.30635584,31.49562817
77.00000000,0.43205239,-0.55869212,5.20307697,42.30635584,31.49562817
79.00000000,0.42903092,-0.58149295,5.19268908,42.15816573,31.30066563
79.00000000,0.42903092,-0.58149295,5.19268908,42.15816573,31.30066563
79.00000000,0.42903092,-0.58149295,5.19268908,42.15816573,31.30066563
84.00000000,0.42326278,-0.62927150,5.17331243,41.87380713,30.88352040
84.00000000,0.42024070,-0.63636846,5.16621547,41.72405071,30.70839704
84.00000000,0.42024070,-0.63636846,5.16621547,41.72405071,30.70839704
86.00000000,0.42086785,-0.64868607,5.16426418,41.75517270,30.75844490
86.00000000,0.41783513,-0.65575603,5.15719422,41.60445941,30.57790100
86.00000000,0.41783513,-0.65575603,5.15719422,41.60445941,30.57790100
88.00000000,0.41711151,-0.67824038,5.14965213,41.56841813,30.55146716
88.00000000,0.41711151,-0.67824038,5.14965213,41.56841813,30.55146716
88.00000000,0.41711151,-0.67824038,5.14965213,41.56841813,30.55146716
89.00000000,0.41664627,-0.68947449,5.14595699,41.54522906,30.53310766
89.00000000,0.41664627,-0.68947449,5.14595699,41.54522906,30.53310766
89.00000000,0.41664627,-0.68947449,5.14595699,41.54522906,30.53310766
91.00000000,0.41652101,-0.71084338,5.13940210,41.53898384,30.55157777
91.00000000,0.41652101,-0.71084338,5.13940210,41.53898384,30.55157777
91.00000000,0.41652101,-0.71084338,5.13940210,41.53898384,30.55157777
91.00000000,0.41652101,-0.71084338,5.13940210,41.53898384,30.55157777
98.00000000,0.39188028,-0.80081307,5.09779206,40.29156320,29.43335088
98.00000000,0.38979268,-0.80404105,5.09456408,40.18410055,29.30523766
98.00000000,0.38979268,-0.80404105,5.09456408,40.18410055,29.30523766
102.00000000,0.34992712,-0.87723616,5.04860742,38.07379865,27.54674016
102.00000000,0.34992712,-0.87723616,5.04860742,38.07379865,27.54674016
102.00000000,0.34992712,-0.87723616,5.04860742,38.07379865,27.54674016
