,step,r1x,r1y,r2x,r2y
36,36,0.9816373812570109,3.174539937483047,1.8692520057503825,1.374890906199491
37,37,0.9409659773700949,3.1035324404260045,1.8435953546657986,1.2306109012227204
38,38,0.9259903233264195,3.0770085003735,1.8369846641347773,1.0811965954408733
39,39,0.8400195715695196,2.9566101822617483,1.835005957853697,0.9769249047573707
40,40,0.7419023509812537,2.8443733720770825,1.834453584195811,0.9327854983089745
41,41,0.6745354428065455,2.770251893737891,1.8431230981240765,0.8377571497487375
42,42,0.6467815332761315,2.7400272394784313,1.8839467013435787,0.6934008255846358
43,43,0.590359279530152,2.6470239345794915,1.918569712467057,0.5933711690380219
44,44,0.5507725873561613,2.4967850742853863,1.9340040957790663,0.5507995620251598
45,45,0.5290520791285149,2.3791829668122637,1.9903327824477763,0.5024566041784593
46,46,0.5197848798732023,2.3236363980297767,2.11989057696013,0.5164367868047426
47,47,0.5126207512288097,2.2651416171864707,2.187966574977064,0.5460525864379442
48,48,0.5248169712475663,2.1211983620072252,2.2116191120273543,0.559046345146698
49,49,0.54172519125895,2.0320327372867197,2.3251900540778676,0.5692766112166441
50,50,0.5492961090314701,1.9975654427959586,2.3825643884922196,0.5470681498894203
51,51,0.6245769295957797,2.010290455853282,2.3852380054428903,0.5442543101330823
52,52,0.750477588858131,2.1125780366862283,2.4321627977397404,0.6537773563622198
53,53,0.8565449097484177,2.236168303364941,2.406568106609084,0.754079193845584
54,54,0.9570201244555925,2.3587334666183337,2.38781461194765,0.7945685098045785
55,55,1.0401467273088814,2.460833402378402,2.3456220203964184,0.8764877401536952
56,56,1.0840299563753018,2.514810110651598,2.293883424498038,0.9895286985952341
57,57,1.1081082314905013,2.544441009729066,2.269235396993276,1.046156967096593
58,58,1.2289536257916562,2.651480492179218,2.2552435562885598,1.0812886255466112
59,59,1.3501629161763038,2.739916017090544,2.258116729421597,1.1544405388052965
60,60,1.434011076260104,2.7990328008861924,2.268637112022134,1.1809037630885004
61,61,1.4689845524947744,2.8234700393702328,2.3019542244175435,1.2820680762126153
62,62,1.552042206546448,2.8680732309447348,2.30837433921334,1.338845286711527
63,63,1.686579946108999,2.906241529214085,2.3086798713827843,1.3991363257402476
64,64,1.7668452500085474,2.922535004071909,2.289265528537486,1.5596806881945982
65,65,1.7968693019853457,2.927932534922402,2.2630360682795954,1.7187704115028282
66,66,1.9447826054500408,2.9488495667262224,2.236716356428117,1.8731754133200762
67,67,2.101782574025733,2.966755438752012,2.2149322282864983,2.000347208290143
68,68,2.230528097196424,2.980838920234799,2.2035754335815687,2.066577620482464
69,69,2.2970324876237758,2.988047904446351,2.1972952007319093,2.1031896197694966
70,70,2.3338271682904823,2.9920238172227416,2.2056894183580464,2.2642540365893757
71,71,2.4926422604234197,2.9963531982558154,2.2327937400402984,2.4231761270268284
72,72,2.626557663376283,2.9934145921365443,2.2613841027236172,2.577061456213719
73,73,2.6991232663100853,2.9910915521070898,2.2851382736986574,2.703355648369937
74,74,2.7251127760060596,2.990178921764722,2.2974733912482384,2.7687683112607964
75,75,2.8480553757097935,3.0101380717075346,2.304303616910191,2.8049565006549875
76,76,2.9070914198858873,3.0335119524790777,2.3724197250579913,2.949025167127242
77,77,2.9411053735116663,3.0485874350786926,2.4548352028173652,3.0723637730031186
78,78,3.016708173069997,3.0356143950686265,2.5130885695703324,3.15493104855222
79,79,3.0429577363960982,3.0168676524377265,2.5374599124368973,3.1889927494257293
80,80,3.061246865968843,3.0225994309012467,2.620402511239316,3.2583579495109674
81,81,3.059720734971778,3.0174671534962547,2.7707524421832814,3.3126612849161874
82,82,3.116071823449689,2.9473911736076897,2.9135696178912096,3.3516998152141193
83,83,3.116974188321808,2.8661122386861413,3.0106580252334223,3.376806609884179
84,84,3.1093770417870967,2.835533310164585,3.05074318166423,3.387017838375852
85,85,3.1239841704185047,2.817008142722573,3.1092257802611494,3.408196665720717
86,86,3.1420416088438734,2.81317159217439,3.1446700179462543,3.4306945830625866
87,87,3.15439669318713,2.7938335222511492,3.1807298132381856,3.4537577217209963
88,88,3.192601557738492,2.7888378278141737,3.2106698598225956,3.461408253475296
89,89,3.219001208295076,2.798175023210751,3.3262085328780193,3.4639954348798656
90,90,3.249754588146829,2.7916097302694403,3.4109429334892205,3.4589609890270756
91,91,3.289079005625246,2.778661362036927,3.4430068834539718,3.4561179956259753
92,92,3.3712703999835227,2.755436295763026,3.4567379015039315,3.4559064275619904
93,93,3.439520212419677,2.739613310355629,3.4655799502684217,3.4256167470332626
94,94,3.4660695061550673,2.7340953839358706,3.4402400465000498,3.384975401192581
95,95,3.4936412567277806,2.677188460621161,3.4051190470862887,3.3443991603262004
96,96,3.486108827568784,2.6450282246600993,3.357698711923973,3.2951755868558177
97,97,3.455246763507614,2.645100170446521,3.282934426605104,3.1989993963938423
98,98,3.432554366694197,2.669394164496407,3.2492508241244664,3.1502696861322024
99,99,3.350400406368424,2.6620885296732766,3.223721242414979,3.1072707219138316
100,100,3.224350367180071,2.5598512105469107,3.206258727135359,3.0240242324311293
101,101,3.117308324448096,2.437629832684319,3.2069146146344805,2.9906460991860953
102,102,3.017552922667708,2.318525403112391,3.2142445091748657,2.8911304686033024
103,103,2.9415856700500944,2.227176898747778,3.2171136866014436,2.830971940417348
104,104,2.9060899377908056,2.184423730967901,3.2207443719366875,2.78237213565004
105,105,2.853563125908726,2.1332048107521646,3.246554658897643,2.7100962465706377
106,106,2.706343751852312,2.0630204566740247,3.2612421885981444,2.6854054139376164
107,107,2.552812064029902,2.0073453489143036,3.355473909582571,2.7094376651990393
108,108,2.399724597958198,1.9538074428338457,3.4286122021118683,2.803086046061064
109,109,2.2551517535974943,1.9034925771162041,3.453489924987238,2.8557316221270623
110,110,2.1501508345568134,1.8669789480291248,3.451782920768993,2.8602039234575396
111,111,2.103875740735623,1.8508901468264018,3.47779579163967,2.816200386892197
112,112,2.098905445411771,1.8714650728533142,3.4711737886593728,2.785228824035598
113,113,2.127791736205525,2.017672113702895,3.4431969314798456,2.666862619375549
114,114,2.201810339300846,2.1187049570842125,3.4482355292365057,2.5625380305599768
115,115,2.243422087037632,2.1652802092371815,3.4543495379499385,2.5184630876836827
116,116,2.2772838876105634,2.1992019594834282,3.4426911101278197,2.4243986473549044
117,117,2.404129264899,2.2715378203307726,3.3493061785262332,2.2933682847824053
118,118,2.4929313674677145,2.3056382898972423,3.242785325182182,2.1766042119180926
119,119,2.528834949174023,2.3177460911689622,3.1493564851584885,2.0777073896312976
120,120,2.5232976420922038,2.2481928635793604,3.0963953358647407,2.02203234560905
121,121,2.452901859224828,2.102166813083305,3.07701897779868,2.00170530959667
122,122,2.356076314554338,1.970485977828301,3.1513197781882103,1.9186876212746147
123,123,2.2566928445869934,1.8407217988494153,3.2819358028415158,1.8814711423163986
124,124,2.157097289644211,1.7112596985281454,3.3598716121130714,1.8731749788089322
125,125,2.0580703108719254,1.5826040788771247,3.38870899859186,1.8715895409285501
126,126,1.9639137722613607,1.4602845000701161,3.44884651542735,1.8332025724313006
127,127,1.8935731962504336,1.3689054527678586,3.4638616703668683,1.7951900994021923
128,128,1.861589038578311,1.32735512241107,3.4193827988269674,1.7768094823858736
129,129,1.8261918281332679,1.2646635921995113,3.2635491501247205,1.8096819774552426
130,130,1.8159232157095875,1.103328176224461,3.1198226799549102,1.8827927036839267
131,131,1.8292632699024447,0.9488044778001252,2.9822636645195035,1.9585871784543283
132,132,1.8422008041119737,0.8315750843333385,2.8678246685628546,2.022375950265445
133,133,1.8485116328523894,0.7771712273615401,2.806954799066276,2.0563863184339906
134,134,1.827782280725119,0.7433445428164462,2.773690257626966,2.074987546398864
135,135,1.6700903149546829,0.7200926574589741,2.7122060484904646,2.219935469239201
136,136,1.50911457964217,0.7482430406725209,2.702893815839211,2.3808693712039726
137,137,1.3491412756048886,0.7817987593411435,2.70062618461699,2.5377297586333065
138,138,1.1893582329324155,0.8159269275284011,2.699585264471252,2.667888192442794
139,139,1.0301858429033222,0.8499951831605863,2.6991291966116067,2.736511772624989
140,140,0.8760403931950986,0.8829961745543533,2.69889573660737,2.77425325529843
141,141,0.7510407347439574,0.909758411020497,2.638791073232724,2.922991349692041
142,142,0.6875698729860316,0.9233475427599649,2.5504055851614966,3.0583662220438477
143,143,0.6558346922039959,0.9268136683536949,2.459612648581145,3.1906613291649313
144,144,0.5741479930220177,0.8018260297769757,2.373973379533452,3.31463091165748
145,145,0.5638953394427713,0.6607571422732716,2.3128957617074652,3.402949181311774
146,146,0.5659948046704959,0.5758574441825046,2.2864882795363437,3.4411239816850667
147,147,0.5676903220019556,0.5438208300171636,2.2234743267984847,3.492523266614042
148,148,0.5945786664044059,0.6209729208422734,2.064161744552377,3.5024566041784593
149,149,0.6074792228303998,0.7822267887871424,1.9123173801642255,3.4844395348030606
150,150,0.5864911075523913,0.9435003662558319,1.7990268608725843,3.4676528794291164
151,151,0.5621061385266808,1.0982908327619647,1.747422720334796,3.4596421885758786
152,152,0.5423161444417353,1.2206120884197358,1.6789216350861706,3.439219391677607
153,153,0.5325820741888518,1.2804269151911867,1.5576325442793753,3.334455455166352
154,154,0.5237601807476189,1.3405421819477963,1.4560051810387713,3.218267812907751
155,155,0.515628675319743,1.4879442305445831,1.3792044599203255,3.1264820322606592
156,156,0.5145493700894797,1.584783413525868,1.342867449566096,3.0826103900031785
157,157,0.5145780174161969,1.6236952767340243,1.3003521309790396,3.041855058644786
158,158,0.5678815759093696,1.6689503178256742,1.144920591702308,3.018378339830293
159,159,0.7001023872993166,1.65613996848333,1.0020448476142314,3.0323456270802023
160,160,0.7708198225322984,1.626393341397958,0.9127289917755017,3.045170742510906
161,161,0.7956109338612669,1.613200702981743,0.8780122999753548,3.0506041263499966
162,162,0.8501387386855452,1.5525971686708004,0.7767568804083902,3.0003364368083627
163,163,0.8609533005260934,1.5202568683756597,0.706475093140277,2.8552137546733842
164,164,0.8755796751519629,1.4548827072413033,0.6538304590365782,2.7031539037530905
