# samples,smse,msll,nlpd,rmse,mae
50.00000000,0.31338334,-0.20573643,5.29931517,32.67305911,26.05951022
54.00000000,0.31175061,-0.21954545,5.27824759,32.58783467,25.87392968
59.00000000,0.32541506,-0.23380722,5.25901692,33.29435981,26.36727219
64.00000000,0.28669538,-0.26902593,5.22237321,31.25087577,24.86234698
71.00000000,0.27301463,-0.31232721,5.18396944,30.49613511,24.29156259
83.00000000,0.26695021,-0.37921497,5.12435352,30.15553087,23.86332541
87.00000000,0.26479369,-0.40409233,5.10506278,30.03348016,23.73225181
96.00000000,0.25281065,-0.46660229,5.05616896,29.34604187,23.25898548
101.00000000,0.25369676,-0.49502857,5.03090170,29.39742603,23.35630063
111.00000000,0.24115557,-0.52515309,4.97537298,28.66160433,22.10346060
117.00000000,0.24002972,-0.54379852,4.94825246,28.59462190,21.93641044
133.00000000,0.22441254,-0.62132536,4.86512588,27.64874383,20.30823202
137.00000000,0.22352383,-0.63956323,4.84810240,27.59394265,20.18324350
141.00000000,0.22292281,-0.65680670,4.83270872,27.55681998,20.09524897
156.00000000,0.22113234,-0.70691449,4.78360678,27.44593137,19.87598066
159.00000000,0.22078474,-0.71356006,4.77590177,27.42435216,19.83936337
164.00000000,0.22000038,-0.72241115,4.76461385,27.37559443,19.78478343
169.00000000,0.21976234,-0.72894858,4.75685988,27.36078068,19.75357943
173.00000000,0.22015393,-0.73353368,4.75217829,27.38514661,19.73937975
185.00000000,0.21740146,-0.75872698,4.72808907,27.21341691,19.41434900
196.00000000,0.21426286,-0.78818946,4.70128261,27.01626441,19.13418660
204.00000000,0.21165434,-0.81392164,4.67868493,26.85130758,18.95618768
211.00000000,0.20584803,-0.83511469,4.65324171,26.48044024,18.70775449
214.00000000,0.20700173,-0.83872358,4.64756767,26.55454307,18.71910491
217.00000000,0.20367377,-0.85087695,4.63503226,26.34022019,18.56345822
222.00000000,0.19992581,-0.86910179,4.61692237,26.09674136,18.38284143
225.00000000,0.19862609,-0.87814951,4.60795311,26.01177559,18.31665028
227.00000000,0.19732406,-0.88520402,4.60126428,25.92637885,18.24475544
232.00000000,0.19631488,-0.90109222,4.58774229,25.85999597,18.16205876
235.00000000,0.19667986,-0.90716672,4.58195559,25.88402391,18.16431752
237.00000000,0.19618692,-0.91306888,4.57717982,25.85156713,18.13876384
240.00000000,0.19441532,-0.92163493,4.56971613,25.73458010,18.06688991
244.00000000,0.19430433,-0.92929975,4.56235543,25.72723346,18.03399209
247.00000000,0.19440859,-0.93425169,4.55673079,25.73413497,18.01903633
249.00000000,0.19453917,-0.93741766,4.55341450,25.74277588,18.01666148
253.00000000,0.19397899,-0.94599691,4.54497686,25.70568546,17.95491351
258.00000000,0.19397662,-0.95441769,4.53647507,25.70552890,17.92947638
260.00000000,0.19432483,-0.95823440,4.53308412,25.72859059,17.94277532
265.00000000,0.19342349,-0.97006992,4.52354260,25.66885273,17.85562441
269.00000000,0.19200048,-0.98233282,4.51392786,25.57425584,17.75892258
272.00000000,0.19261543,-0.98971485,4.50876535,25.61517855,17.78284110
274.00000000,0.19268595,-0.99405346,4.50557343,25.61986723,17.77131091
277.00000000,0.19233057,-1.00078003,4.49941167,25.59622988,17.74468563
281.00000000,0.19080828,-1.01423921,4.48912208,25.49473233,17.64002296
283.00000000,0.19118723,-1.01990602,4.48532963,25.52003604,17.63702847
286.00000000,0.19453151,-1.02494277,4.48476561,25.74226916,17.75308942
289.00000000,0.19506650,-1.03176594,4.48212433,25.77764207,17.76457764
293.00000000,0.19703540,-1.04022372,4.47842494,25.90740885,17.80644122
296.00000000,0.19523273,-1.05094779,4.47126753,25.78862361,17.73851135
298.00000000,0.19320476,-1.05901515,4.46471725,25.65433493,17.67149728
301.00000000,0.19434122,-1.06481020,4.46306535,25.72967555,17.71134772
304.00000000,0.19436495,-1.07076593,4.46119451,25.73124625,17.70547958
306.00000000,0.18909769,-1.08182734,4.45061698,25.38019531,17.51176986
310.00000000,0.18971912,-1.09456207,4.44562961,25.42186410,17.52230753
313.00000000,0.18893331,-1.10275234,4.43879342,25.36916164,17.49591942
316.00000000,0.18786159,-1.11257275,4.43204327,25.29710646,17.43836798
319.00000000,0.18736890,-1.12103766,4.42631094,25.26391186,17.39606611
321.00000000,0.18718734,-1.12503527,4.42331295,25.25166902,17.38227044
323.00000000,0.18671020,-1.12860876,4.41907648,25.21946487,17.34991233
327.00000000,0.18536648,-1.14446829,4.40768658,25.12855124,17.28076102
330.00000000,0.18444641,-1.15494979,4.39904137,25.06611028,17.24154429
333.00000000,0.18418170,-1.16397233,4.39360289,25.04811719,17.22877159
335.00000000,0.18271021,-1.16973376,4.38800469,24.94785761,17.16091814
338.00000000,0.18271268,-1.17759966,4.38340592,24.94802629,17.16800307
341.00000000,0.18446658,-1.18152495,4.38350728,25.06748121,17.23270544
343.00000000,0.17858343,-1.19214495,4.37336574,24.66450664,17.06151979
345.00000000,0.17727321,-1.19678536,4.36852741,24.57386092,17.01690212
349.00000000,0.17811936,-1.20663586,4.36331948,24.63243881,17.01665705
351.00000000,0.17637125,-1.21207227,4.35817176,24.51126570,16.96497229
354.00000000,0.17493770,-1.21879370,4.35291338,24.41144840,16.92007824
356.00000000,0.17380156,-1.22180676,4.34922779,24.33204903,16.87808259
