# samples,smse,msll,nlpd,rmse,mae
24.00000000,0.78685854,-0.06400458,5.54772507,57.09337835,44.26160659
24.00000000,0.78487257,-0.06724261,5.54448703,57.02128299,44.15219914
24.00000000,0.78487257,-0.06724261,5.54448703,57.02128299,44.15219914
28.00000000,0.78080541,-0.11352133,5.53203156,56.87335098,43.80532879
28.00000000,0.77925144,-0.11467586,5.53087703,56.81672760,43.71838901
31.00000000,0.77660489,-0.15327830,5.52378863,56.72016287,43.53464526
31.00000000,0.77450663,-0.15705971,5.52000722,56.64348692,43.41840632
31.00000000,0.77450663,-0.15705971,5.52000722,56.64348692,43.41840632
35.00000000,0.76197587,-0.22547419,5.50308961,56.18340038,42.60051379
35.00000000,0.76197587,-0.22547419,5.50308961,56.18340038,42.60051379
35.00000000,0.76197587,-0.22547419,5.50308961,56.18340038,42.60051379
38.00000000,0.75810931,-0.27899581,5.49257606,56.04067076,42.32326618
38.00000000,0.75810931,-0.27899581,5.49257606,56.04067076,42.32326618
38.00000000,0.75810931,-0.27899581,5.49257606,56.04067076,42.32326618
38.00000000,0.75810931,-0.27899581,5.49257606,56.04067076,42.32326618
40.00000000,0.75668480,-0.31576973,5.48611167,55.98799493,42.22943709
40.00000000,0.75668480,-0.31576973,5.48611167,55.98799493,42.22943709
44.00000000,0.75467324,-0.39274021,5.47312834,55.91352653,42.09656686
44.00000000,0.75467324,-0.39274021,5.47312834,55.91352653,42.09656686
44.00000000,0.75467324,-0.39274021,5.47312834,55.91352653,42.09656686
46.00000000,0.75367854,-0.42776934,5.46692188,55.87666602,42.04260709
46.00000000,0.75367854,-0.42776934,5.46692188,55.87666602,42.04260709
48.00000000,0.75419426,-0.46116962,5.46246269,55.89578016,42.07663341
48.00000000,0.75284249,-0.46274008,5.46089224,55.84566549,42.00233843
48.00000000,0.75284249,-0.46274008,5.46089224,55.84566549,42.00233843
48.00000000,0.75284249,-0.46274008,5.46089224,55.84566549,42.00233843
51.00000000,0.75214084,-0.52280172,5.45191426,55.81963536,41.98638826
51.00000000,0.75214084,-0.52280172,5.45191426,55.81963536,41.98638826
53.00000000,0.75090119,-0.55336449,5.44568254,55.77361653,41.91159617
53.00000000,0.75090119,-0.55336449,5.44568254,55.77361653,41.91159617
58.00000000,0.74528432,-0.64161601,5.42827238,55.56462684,41.55327298
58.00000000,0.74528432,-0.64161601,5.42827238,55.56462684,41.55327298
58.00000000,0.74528432,-0.64161601,5.42827238,55.56462684,41.55327298
58.00000000,0.74528432,-0.64161601,5.42827238,55.56462684,41.55327298
61.00000000,0.73946919,-0.70665688,5.41601566,55.34742904,41.19910115
61.00000000,0.73946919,-0.70665688,5.41601566,55.34742904,41.19910115
65.00000000,0.74883492,-0.66127383,5.40931556,55.69682688,41.70499438
65.00000000,0.74773330,-0.66290804,5.40768136,55.65584381,41.64254898
69.00000000,0.72787653,-0.72525812,5.39112698,54.91187441,40.65521108
69.00000000,0.72374638,-0.73325334,5.38313177,54.75586080,40.45756600
69.00000000,0.72374638,-0.73325334,5.38313177,54.75586080,40.45756600
69.00000000,0.72374638,-0.73325334,5.38313177,54.75586080,40.45756600
72.00000000,0.71838397,-0.78550789,5.37503910,54.55263413,40.22659188
72.00000000,0.71590650,-0.79027686,5.37027013,54.45848603,40.11362253
76.00000000,0.71590650,-0.79288819,5.36765880,54.45848603,40.11362253
76.00000000,0.71407606,-0.84923131,5.35778808,54.38882132,40.07527437
80.00000000,0.71540999,-0.84907463,5.35794476,54.43959826,40.15376232
80.00000000,0.71069000,-0.92406867,5.34482502,54.25971535,39.92095736
83.00000000,0.71091388,-0.97259934,5.34119521,54.26826102,39.95176508
83.00000000,0.70808693,-0.97763295,5.33616160,54.16025476,39.81812559
83.00000000,0.70808693,-0.97763295,5.33616160,54.16025476,39.81812559
89.00000000,0.70808693,-0.97763295,5.33616160,54.16025476,39.81812559
89.00000000,0.70227002,-1.08304875,5.31823092,53.93733358,39.35866917
89.00000000,0.70227002,-1.08304875,5.31823092,53.93733358,39.35866917
95.00000000,0.68909720,-1.18115036,5.30449948,53.42907446,38.45689729
95.00000000,0.68434316,-1.19191338,5.29373645,53.24445384,38.24242920
95.00000000,0.68434316,-1.19191338,5.29373645,53.24445384,38.24242920
