# samples,smse,msll,nlpd,rmse,mae
15.00000000,1.11543496,-0.39841388,5.39060679,51.47359833,42.51477436
18.00000000,1.05641678,-0.27837281,5.35528279,50.09334679,41.41691656
18.00000000,1.05641678,-0.27837281,5.35528279,50.09334679,41.41691656
22.00000000,1.01898712,-0.48508478,5.32916835,49.19792088,40.49319240
22.00000000,1.01898712,-0.48508478,5.32916835,49.19792088,40.49319240
26.00000000,1.01002316,-0.62142641,5.32168962,48.98104740,40.17175723
26.00000000,1.01002316,-0.62142641,5.32168962,48.98104740,40.17175723
26.00000000,1.01002316,-0.62142641,5.32168962,48.98104740,40.17175723
26.00000000,1.01002316,-0.62142641,5.32168962,48.98104740,40.17175723
29.00000000,0.99843205,-0.72475062,5.31229834,48.69918128,39.73619642
29.00000000,0.99843205,-0.72475062,5.31229834,48.69918128,39.73619642
32.00000000,0.98940419,-0.81362858,5.30501491,48.47851135,39.34523291
32.00000000,0.98809021,-0.81533654,5.30330695,48.44630972,39.30502424
35.00000000,0.98809021,-0.81533654,5.30330695,48.44630972,39.30502424
35.00000000,0.98043647,-0.90489373,5.29559660,48.25831249,38.91082530
35.00000000,0.98043647,-0.90489373,5.29559660,48.25831249,38.91082530
35.00000000,0.98043647,-0.90489373,5.29559660,48.25831249,38.91082530
35.00000000,0.98043647,-0.90489373,5.29559660,48.25831249,38.91082530
35.00000000,0.98043647,-0.90489373,5.29559660,48.25831249,38.91082530
37.00000000,0.97683114,-0.95823213,5.29157177,48.16950139,38.74274773
37.00000000,0.97744869,-0.95775930,5.29204460,48.18472522,38.77411186
37.00000000,0.97744869,-0.95775930,5.29204460,48.18472522,38.77411186
42.00000000,0.96805751,-1.12339792,5.28160736,47.95269077,38.54089845
42.00000000,0.96805751,-1.12339792,5.28160736,47.95269077,38.54089845
42.00000000,0.96805751,-1.12339792,5.28160736,47.95269077,38.54089845
44.00000000,0.96805751,-1.12339792,5.28160736,47.95269077,38.54089845
44.00000000,0.96866910,-1.18589264,5.27997462,47.96783581,38.46564062
44.00000000,0.96866910,-1.18589264,5.27997462,47.96783581,38.46564062
44.00000000,0.96866910,-1.18589264,5.27997462,47.96783581,38.46564062
47.00000000,0.97128178,-1.24774023,5.28035485,48.03248151,38.41465043
47.00000000,0.97102181,-1.24878077,5.27931432,48.02605290,38.41330957
47.00000000,0.97102181,-1.24878077,5.27931432,48.02605290,38.41330957
47.00000000,0.97102181,-1.24878077,5.27931432,48.02605290,38.41330957
51.00000000,0.96255592,-1.14798948,5.26981674,47.81623607,38.06738997
51.00000000,0.96286702,-1.14757229,5.27023393,47.82396270,38.08318474
55.00000000,0.96061841,-1.13765205,5.26409307,47.76808767,37.94796342
55.00000000,0.96061841,-1.13765205,5.26409307,47.76808767,37.94796342
55.00000000,0.96061841,-1.13765205,5.26409307,47.76808767,37.94796342
59.00000000,0.95843442,-1.11427263,5.25809630,47.71375590,37.81201641
59.00000000,0.95867191,-1.11387495,5.25849398,47.71966703,37.82537829
59.00000000,0.95867191,-1.11387495,5.25849398,47.71966703,37.82537829
63.00000000,0.95796940,-1.05072404,5.25460533,47.70217944,37.81909511
63.00000000,0.95709112,-1.05282457,5.25250481,47.68030729,37.79184283
63.00000000,0.95709112,-1.05282457,5.25250481,47.68030729,37.79184283
66.00000000,0.95609615,-1.02028451,5.24828799,47.65551714,37.72964231
66.00000000,0.95609615,-1.02028451,5.24828799,47.65551714,37.72964231
69.00000000,0.95497257,-0.99511235,5.24446891,47.62750723,37.68973671
69.00000000,0.95497257,-0.99511235,5.24446891,47.62750723,37.68973671
69.00000000,0.95497257,-0.99511235,5.24446891,47.62750723,37.68973671
73.00000000,0.95410826,-0.97427589,5.23965591,47.60594930,37.66152338
73.00000000,0.95425637,-0.97388333,5.24004847,47.60964427,37.66968403
76.00000000,0.95223246,-0.93854895,5.23700734,47.55912905,37.59395482
76.00000000,0.95118369,-0.94043631,5.23511998,47.53293166,37.55893987
76.00000000,0.95118369,-0.94043631,5.23511998,47.53293166,37.55893987
80.00000000,0.92512250,-0.82872090,5.21433953,46.87723899,36.96750709
80.00000000,0.92386313,-0.83036051,5.21269993,46.84532113,36.93737345
80.00000000,0.92386313,-0.83036051,5.21269993,46.84532113,36.93737345
80.00000000,0.92386313,-0.83036051,5.21269993,46.84532113,36.93737345
84.00000000,0.87192832,-0.67228746,5.17061745,45.50957649,35.69645309
84.00000000,0.87192832,-0.67228746,5.17061745,45.50957649,35.69645309
84.00000000,0.87192832,-0.67228746,5.17061745,45.50957649,35.69645309
87.00000000,0.81389352,-0.59631010,5.12283270,43.96896045,34.21715635
87.00000000,0.81389352,-0.59631010,5.12283270,43.96896045,34.21715635
87.00000000,0.81389352,-0.59631010,5.12283270,43.96896045,34.21715635
91.00000000,0.75906827,-0.53562391,5.07456381,42.46223214,32.77418777
91.00000000,0.75906827,-0.53562391,5.07456381,42.46223214,32.77418777
94.00000000,0.70839164,-0.52565615,5.02860408,41.02032693,31.42369145
94.00000000,0.70839164,-0.52565615,5.02860408,41.02032693,31.42369145
94.00000000,0.70839164,-0.52565615,5.02860408,41.02032693,31.42369145
94.00000000,0.70839164,-0.52565615,5.02860408,41.02032693,31.42369145
98.00000000,0.65216059,-0.52624015,4.97501743,39.35860332,29.88413048
98.00000000,0.65217865,-0.52634067,4.97491692,39.35914833,29.90345262
98.00000000,0.65217865,-0.52634067,4.97491692,39.35914833,29.90345262
102.00000000,0.60338222,-0.53878628,4.92480248,37.85808617,28.43880593
102.00000000,0.60338222,-0.53878628,4.92480248,37.85808617,28.43880593
102.00000000,0.60338222,-0.53878628,4.92480248,37.85808617,28.43880593
102.00000000,0.60338222,-0.53878628,4.92480248,37.85808617,28.43880593
102.00000000,0.60338222,-0.53878628,4.92480248,37.85808617,28.43880593
106.00000000,0.57694438,-0.54569990,4.89030543,37.01940007,27.37177137
106.00000000,0.57694438,-0.54569990,4.89030543,37.01940007,27.37177137
106.00000000,0.57694438,-0.54569990,4.89030543,37.01940007,27.37177137
110.00000000,0.57319023,-0.54876558,4.87496286,36.89876185,27.18006647
110.00000000,0.57319023,-0.54876558,4.87496286,36.89876185,27.18006647
114.00000000,0.56321161,-0.57688081,4.85340512,36.57616786,26.70437403
114.00000000,0.56321161,-0.57688081,4.85340512,36.57616786,26.70437403
114.00000000,0.56321161,-0.57688081,4.85340512,36.57616786,26.70437403
114.00000000,0.56321161,-0.57688081,4.85340512,36.57616786,26.70437403
118.00000000,0.56129382,-0.60020713,4.83984608,36.51384191,26.69614481
118.00000000,0.55989773,-0.60292682,4.83712639,36.46840402,26.66718612
118.00000000,0.55989773,-0.60292682,4.83712639,36.46840402,26.66718612
122.00000000,0.55102922,-0.63201144,4.81023597,36.17842994,26.12179856
122.00000000,0.55106195,-0.63115210,4.81109532,36.17950448,26.15764346
122.00000000,0.55106195,-0.63115210,4.81109532,36.17950448,26.15764346
126.00000000,0.54101932,-0.65237084,4.78652469,35.84831850,25.78919064
126.00000000,0.54152894,-0.65149378,4.78740174,35.86519842,25.82299229
130.00000000,0.47995127,-0.70276200,4.71828125,33.76455074,23.82775744
130.00000000,0.47995127,-0.70276200,4.71828125,33.76455074,23.82775744
130.00000000,0.47995127,-0.70276200,4.71828125,33.76455074,23.82775744
130.00000000,0.47995127,-0.70276200,4.71828125,33.76455074,23.82775744
133.00000000,0.44792482,-0.72796400,4.67850926,32.61857353,22.75654195
133.00000000,0.44792482,-0.72796400,4.67850926,32.61857353,22.75654195
133.00000000,0.44792482,-0.72796400,4.67850926,32.61857353,22.75654195
133.00000000,0.44792482,-0.72796400,4.67850926,32.61857353,22.75654195
137.00000000,0.36995740,-0.79991963,4.59070081,29.64409952,20.18961728
137.00000000,0.36995894,-0.79863916,4.59198128,29.64416128,20.23725869
137.00000000,0.36995894,-0.79863916,4.59198128,29.64416128,20.23725869
137.00000000,0.36995894,-0.79863916,4.59198128,29.64416128,20.23725869
137.00000000,0.36995894,-0.79863916,4.59198128,29.64416128,20.23725869
141.00000000,0.29348376,-0.87489731,4.50287141,26.40307084,17.59916021
141.00000000,0.29423849,-0.87318316,4.50458555,26.43699839,17.66899584
145.00000000,0.25049726,-0.91979790,4.44743128,24.39292556,16.16051964
145.00000000,0.24837148,-0.92695114,4.44027804,24.28920285,16.07078957
145.00000000,0.24837148,-0.92695114,4.44027804,24.28920285,16.07078957
149.00000000,0.19889318,-0.98171977,4.37683130,21.73563570,14.71008995
149.00000000,0.19889318,-0.98171977,4.37683130,21.73563570,14.71008995
154.00000000,0.12948001,-1.06602511,4.28376791,17.53734173,12.41834178
154.00000000,0.12943888,-1.06658031,4.28321271,17.53455643,12.45730266
154.00000000,0.12943888,-1.06658031,4.28321271,17.53455643,12.45730266
