# samples,smse,msll,nlpd,rmse,mae
15.00000000,0.89328059,-0.11840983,5.53709583,60.83189694,47.36041499
15.00000000,0.89328059,-0.11840983,5.53709583,60.83189694,47.36041499
17.00000000,0.87642849,-0.05767784,5.52702756,60.25535568,46.62996643
20.00000000,0.87576739,-0.07352230,5.52352540,60.23262563,46.61040333
20.00000000,0.87450283,-0.07431013,5.52273757,60.18912371,46.55713603
25.00000000,0.86918193,-0.13039028,5.51472767,60.00573428,46.35009575
25.00000000,0.86918193,-0.13039028,5.51472767,60.00573428,46.35009575
27.00000000,0.86880772,-0.15733588,5.51263555,59.99281584,46.33952987
27.00000000,0.86790361,-0.15796754,5.51200389,59.96159225,46.30226398
27.00000000,0.86790361,-0.15796754,5.51200389,59.96159225,46.30226398
31.00000000,0.86790361,-0.15796754,5.51200389,59.96159225,46.30226398
31.00000000,0.82428141,-0.24305086,5.48641384,58.43528440,44.84855205
31.00000000,0.82428141,-0.24305086,5.48641384,58.43528440,44.84855205
34.00000000,0.82428141,-0.24305086,5.48641384,58.43528440,44.84855205
34.00000000,0.77427341,-0.32776431,5.45707431,56.63495805,43.24576407
34.00000000,0.77427341,-0.32776431,5.45707431,56.63495805,43.24576407
34.00000000,0.77427341,-0.32776431,5.45707431,56.63495805,43.24576407
36.00000000,0.76358154,-0.37507631,5.44804625,56.24256519,43.00035817
36.00000000,0.76358154,-0.37507631,5.44804625,56.24256519,43.00035817
36.00000000,0.76358154,-0.37507631,5.44804625,56.24256519,43.00035817
39.00000000,0.75743206,-0.37892426,5.43973307,56.01563339,42.56121135
39.00000000,0.75743206,-0.37892426,5.43973307,56.01563339,42.56121135
39.00000000,0.75743206,-0.37892426,5.43973307,56.01563339,42.56121135
45.00000000,0.75211773,-0.29867195,5.42618964,55.81877782,42.10220064
45.00000000,0.75211773,-0.29867195,5.42618964,55.81877782,42.10220064
45.00000000,0.75211773,-0.29867195,5.42618964,55.81877782,42.10220064
49.00000000,0.75522185,-0.26017729,5.42313077,55.93384608,42.18201925
49.00000000,0.75522185,-0.26017729,5.42313077,55.93384608,42.18201925
51.00000000,0.75208405,-0.26745810,5.41877583,55.81752819,42.05865584
51.00000000,0.75208405,-0.26745810,5.41877583,55.81752819,42.05865584
54.00000000,0.74721048,-0.29499792,5.41171216,55.63638270,41.86249994
54.00000000,0.74721048,-0.29499792,5.41171216,55.63638270,41.86249994
54.00000000,0.74721048,-0.29499792,5.41171216,55.63638270,41.86249994
56.00000000,0.74721048,-0.29499792,5.41171216,55.63638270,41.86249994
56.00000000,0.74586703,-0.31264438,5.40859878,55.58634463,41.81196041
56.00000000,0.74586703,-0.31264438,5.40859878,55.58634463,41.81196041
57.00000000,0.74523364,-0.32055548,5.40712266,55.56273751,41.78816119
57.00000000,0.74523364,-0.32055548,5.40712266,55.56273751,41.78816119
61.00000000,0.74523364,-0.32055548,5.40712266,55.56273751,41.78816119
61.00000000,0.74184090,-0.35833379,5.40030947,55.43611629,41.66094354
63.00000000,0.74114974,-0.37884086,5.39802141,55.41028589,41.63459033
63.00000000,0.74070466,-0.37929965,5.39756262,55.39364551,41.62444820
63.00000000,0.74070466,-0.37929965,5.39756262,55.39364551,41.62444820
65.00000000,0.74023473,-0.39982362,5.39615937,55.37607105,41.58981815
65.00000000,0.73872468,-0.40214131,5.39384169,55.31955972,41.53459081
68.00000000,0.73856860,-0.42993883,5.39271522,55.31371541,41.51178290
68.00000000,0.73643454,-0.43355759,5.38909646,55.23374422,41.43404965
70.00000000,0.73643454,-0.43406056,5.38859349,55.23374422,41.43404965
