# x, y, z
9.779989774865379459e+00, -4.690579511018791337e+00, 1.444434212499203340e+02
9.489509450974809468e+00, -3.629659185611372685e+00, 1.182884051784490680e+02
9.187656694519008127e+00, -2.571886156511857369e+00, 3.550320599348911088e+01
8.884661213835283178e+00, -1.514441227906587306e+00, 9.416240169454508191e+01
8.581551817550556294e+00, -4.570439484534919439e-01, 1.394296751365218086e+02
8.278465732752865236e+00, 6.002246266715592915e-01, 1.160370434103162154e+02
7.975701188448375945e+00, 1.656366284423046675e+00, 8.773760020575072360e+01
7.675792659221296610e+00, 2.702544604090148628e+00, 6.128904356661174546e+01
7.397820245569560527e+00, 3.672202552650184693e+00, 8.893825921089022302e+01
7.208308098197499625e+00, 4.333282388201545210e+00, 8.845789226827038476e+01
7.129692876973288129e+00, 4.607517776547187083e+00, 9.767144968683598449e+01
6.691873750123144227e+00, 5.160139472453461273e+00, 9.204426590865246283e+01
5.720138087080281153e+00, 5.506727785158072486e+00, 7.837532380320682535e+01
4.963389890422647888e+00, 5.655510770401988907e+00, 3.876873000631384514e+01
4.618697309973065934e+00, 5.710617982736615694e+00, 4.012729921632936936e+01
4.438943870324184360e+00, 5.881226454466727205e+00, 6.932535228481029321e+01
4.569631296438913637e+00, 6.927644027548041095e+00, 8.727311496044460171e+01
5.067198486676089964e+00, 7.826257728742998410e+00, 1.674759279839810802e+02
5.467002785982392865e+00, 8.451564729561461320e+00, 1.973858857272509226e+02
5.646376440794585783e+00, 8.722678567217583279e+00, 2.181065536199720896e+02
5.647434824464500736e+00, 9.085983006646186411e+00, 2.380955845153658856e+02
4.869194411646446063e+00, 9.683936939662851628e+00, 1.469754954785217933e+02
4.189629127634834305e+00, 9.892387122213117223e+00, 1.803188952437658088e+02
3.892882023836552463e+00, 9.954498192449930727e+00, 1.788459478370886302e+02
3.251675875219284695e+00, 1.002833432653664403e+01, 1.209839421094251435e+02
2.276356324589246416e+00, 1.003254349462387651e+01, 1.261251518784490884e+02
1.664506246869558392e+00, 1.001262838770722574e+01, 1.071531335613375262e+02
1.426532195278926496e+00, 1.000242467029182336e+01, 1.065423267212484433e+02
6.530992141237372817e-01, 9.984101723324100064e+00, 8.114060796856496438e+01
-1.149965967398826061e-01, 9.989514238915864652e+00, 7.388573557092767885e+01
-4.610806858089033233e-01, 9.995562068278664114e+00, 8.815377288885699159e+01
-8.930634588325303547e-01, 9.879100292410180728e+00, 8.484661868746678692e+01
-1.371494205337898675e+00, 8.916786314124186319e+00, 4.214454834803817107e+01
-1.559467476198864944e+00, 7.885981809231126682e+00, 2.286613245523734861e+01
-1.669387663676220601e+00, 7.083623875258246549e+00, 1.845572643262028123e+01
-1.717611192596802283e+00, 6.702905654462179896e+00, 1.769577921619094596e+01
-1.813069221153055022e+00, 6.334680613159842544e+00, 1.706510337621812567e+01
-2.635860113303062136e+00, 5.759577225791938204e+00, 2.138844920232610036e+01
-3.355946048015134409e+00, 5.543372116069202882e+00, 1.169602871815662937e+01
-3.682449465469288974e+00, 5.472499973944001894e+00, 1.222546867360665779e+01
-3.897111541064432139e+00, 5.191343772105656562e+00, 1.312718618153792960e+01
-3.691055159353443749e+00, 4.135011621991631081e+00, 1.149372293666878520e+01
-3.187993903381811212e+00, 3.184285658147890885e+00, 3.230620810560728984e+01
-2.716534607057440986e+00, 2.377790066060546437e+00, 8.267131273208200071e+00
-2.441591137468536399e+00, 1.916250586955422719e+00, 2.061648744093542263e+01
-2.339732723175355744e+00, 1.746214618104974470e+00, 1.139896783655170864e+01
-1.526401673663916103e+00, 1.370404225299229006e+00, 1.671697874550319796e+01
-6.602888459292819423e-01, 1.466163714093436710e+00, 3.192795691796387558e+01
-2.175063592133580082e-01, 1.575115158931906567e+00, 3.551416317505623965e+01
1.726931328451024317e-02, 1.644171256117078928e+00, 2.465242095524026311e+01
7.930550033536939436e-01, 2.053676126194565299e+00, 2.689368498905119509e+01
1.167016309111400973e+00, 2.330744190575259278e+00, 3.793409922952826463e+01
1.348702751520919119e+00, 2.480302303666899633e+00, 1.769377998252098649e+01
1.423222552833033339e+00, 3.449990532848396185e+00, 2.764101452392416647e+01
1.106222810873240592e+00, 4.178892624913720155e+00, 3.686940366896723020e+01
9.192554004686986913e-01, 4.501821901623979549e+00, 3.323087435393902922e+01
7.250831092906897535e-01, 4.930056466182131558e+00, 4.070472270517295499e+01
7.843794363071986409e-01, 5.881081098822382280e+00, 5.614832300190558101e+01
9.450444910720324776e-01, 6.450829266047558797e+00, 5.180957343515706270e+01
1.019862007818642446e+00, 6.665533233108631883e+00, 5.182217516460282525e+01
1.693243437736006829e+00, 7.239499525890339626e+00, 4.110159339353285191e+01
2.759866643606672110e+00, 7.503834935900698611e+00, 8.054734754322147694e+01
3.842390340262358261e+00, 7.698710462297822410e+00, 1.330687227051411696e+02
4.925784862885397075e+00, 7.885830866184455168e+00, 1.660290498439329951e+02
6.004906245002029408e+00, 8.071301546457307907e+00, 1.885246892398031378e+02
7.046964612201371381e+00, 8.250289802129909589e+00, 1.606817645442285709e+02
7.880186209076778248e+00, 8.393393628683003982e+00, 1.539845532024467047e+02
8.294303093416043993e+00, 8.464515713109625139e+00, 1.936511040216143158e+02
8.593209309500576154e+00, 8.499709914937596977e+00, 2.212074313406232307e+02
9.374211496760208817e+00, 7.989998496116458071e+00, 1.007588673436276991e+02
9.723555216562656867e+00, 7.481489360169085501e+00, 1.854147691606863759e+02
9.838507639735558641e+00, 7.267606305109268305e+00, 1.435920577909440965e+02
1.001890441441192081e+01, 6.492112398376778337e+00, 1.850274260986597596e+02
9.963281148512203700e+00, 5.569620467085575122e+00, 2.020741680753852165e+02
9.889191055072064529e+00, 5.050531373478519548e+00, 1.491206189827778701e+02
9.857425493234519109e+00, 4.861222923960001552e+00, 1.264674265100906183e+02
9.220086737762006379e+00, 4.816547315768819892e+00, 1.837830947816607079e+02
8.713499133646484651e+00, 5.149433835113153890e+00, 1.495946231662890966e+02
8.547558752612076205e+00, 5.328643624446970151e+00, 1.218444060645037865e+02
8.481307973198854100e+00, 4.885795744695048626e+00, 1.326873737497835464e+02
8.623360801661689834e+00, 3.808357623826707616e+00, 1.225416849621611703e+02
9.007013361545608277e+00, 2.782476810595793104e+00, 6.162248991122080355e+01
9.407303363038453270e+00, 1.799352381806970325e+00, 1.127283811004485585e+02
9.736323402348807221e+00, 1.001241438231400327e+00, 1.157403259373940756e+02
9.904529379515677689e+00, 5.943034896828564007e-01, 1.152847110470676455e+02
1.002150489953827517e+01, 2.879826199636003614e-01, 6.358272393408661571e+01
1.001949830350374882e+01, -6.857595480972076274e-01, 1.783264497045474002e+02
9.886413210037925836e+00, -1.305035428326450031e+00, 1.364822469084068359e+02
