# samples,smse,msll,nlpd,rmse,mae
50.00000000,0.35337429,-0.28091939,5.03626828,28.97209328,22.55549498
54.00000000,0.29241883,-0.31474132,4.99355862,26.35512455,20.36340204
59.00000000,0.28187250,-0.34174351,4.96459114,25.87550034,19.89751979
64.00000000,0.27787316,-0.37261638,4.93688197,25.69127752,19.69695033
71.00000000,0.24555041,-0.43443778,4.88681653,24.15086723,18.50557375
83.00000000,0.22102912,-0.54477041,4.81361581,22.91327403,17.13747743
94.00000000,0.20464298,-0.58307668,4.74232458,22.04757487,15.77820369
99.00000000,0.19768027,-0.60901297,4.70637211,21.66925897,15.12800554
109.00000000,0.19024190,-0.66171015,4.64677990,21.25766142,14.72481045
114.00000000,0.18150851,-0.69487010,4.61414706,20.76399439,14.27162027
118.00000000,0.17430943,-0.72337839,4.58785447,20.34805201,13.90040088
132.00000000,0.16001673,-0.81880254,4.50307190,19.49598119,13.20367120
136.00000000,0.14907406,-0.85495726,4.47172347,18.81756584,12.66410691
146.00000000,0.11215462,-0.94641804,4.37254762,16.32191050,10.70960617
149.00000000,0.11022987,-0.96161683,4.35364692,16.18124928,10.64091873
159.00000000,0.10556267,-1.01094376,4.29730760,15.83498260,10.22931320
163.00000000,0.10451020,-1.03048459,4.27690033,15.75584622,10.11899428
170.00000000,0.10314325,-1.06477957,4.24289383,15.65246759,10.05223055
174.00000000,0.10166369,-1.08548251,4.22323334,15.53979677,9.95905344
194.00000000,0.07960350,-1.20052449,4.11194891,13.75081615,9.54254646
197.00000000,0.07788334,-1.22783465,4.09910000,13.60143388,9.45516380
204.00000000,0.07394913,-1.27595408,4.06401702,13.25345006,9.12781172
210.00000000,0.07219091,-1.29979728,4.03943388,13.09494474,9.00875393
214.00000000,0.07216201,-1.30930243,4.03008505,13.09232341,8.96275637
219.00000000,0.07119066,-1.32484766,4.01897432,13.00390834,8.84880317
229.00000000,0.06778934,-1.37636086,3.98014926,12.68945850,8.62783882
232.00000000,0.06642137,-1.39662910,3.96743932,12.56077193,8.56163068
234.00000000,0.06605409,-1.40923825,3.95964205,12.52599546,8.53449263
